Variety,Freq,M%,Phase_Corr,Permittivity_real,Permittivity_imaginary,d(cm),Type
NEBRASKA SETTLER,6.0,21.036352,-299.41537,3.8555899,0.8987869,4.4,17.078772725687102
NEBRASKA OVERLAND,10.0,13.832981,-629.92303,2.7128882,0.3941022,7.7,17.420924666307858
NEBRASKA SETTLER,11.0,18.946589,-682.379,3.1411262,0.69127417,6.5,17.078772725687102
KANSAS,12.0,15.179162,-714.82336,2.6513035,0.36599457,7.7,16.21301534650456
KANSAS,10.0,11.346786,-641.0942,2.5376415,0.26453596,8.9,16.21301534650456
NEBRASKA SETTLER,13.0,16.43553,-831.829,2.9547234,0.5430701,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,17.007933,-447.71725,3.3587606,0.64111984,7.7,17.078772725687102
OKLAHOMA,17.0,15.595712,-980.2985,2.585475,0.31663162,7.7,15.737999929794523
KANSAS,10.0,12.384163,-661.435,2.5980692,0.3122926,8.9,16.21301534650456
KANSAS,17.0,14.690419,-942.08044,2.5829093,0.3795653,7.7,16.21301534650456
KANSAS,8.0,16.41322,-469.57935,2.6405473,0.37833315,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,17.320179,-501.18826,2.9773834,0.5575699,7.7,17.420924666307858
NEBRASKA SETTLER,9.0,14.050709,-700.956,3.0246222,0.46875462,8.9,17.078772725687102
OKLAHOMA,11.0,11.596057,-669.3836,2.6115801,0.2669348,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,21.003153,-270.08484,3.6755724,0.82092613,4.4,17.420924666307858
NEBRASKA SETTLER,5.0,15.717826,-348.0423,2.9268084,0.4632358,7.7,17.078772725687102
OKLAHOMA,18.0,10.265064,-1210.7244,2.4205658,0.22137344,8.9,15.737999929794523
OKLAHOMA,12.0,24.106777,-533.7427,3.314971,0.7645027,4.4,15.737999929794523
NEBRASKA SETTLER,10.0,21.173044,-374.08688,3.0874383,0.6805178,4.4,17.078772725687102
NEBRASKA SETTLER,13.0,15.206288,-787.7244,2.7500322,0.4111128,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,11.513757,-450.45926,2.5496788,0.27177855,8.9,17.420924666307858
NEBRASKA SETTLER,7.0,17.47564,-547.0314,3.3687828,0.6450544,7.7,17.078772725687102
KANSAS,11.0,17.921396,-587.67456,3.0186493,0.58708984,6.5,16.21301534650456
KANSAS,9.0,14.409958,-533.64594,2.6233404,0.3294637,7.7,16.21301534650456
OKLAHOMA,14.0,12.514046,-781.2,2.554806,0.2917192,7.7,15.737999929794523
NEBRASKA OVERLAND,5.0,22.38852,-254.74896,3.793413,0.8593467,4.4,17.420924666307858
NEBRASKA OVERLAND,7.0,18.123314,-584.8643,3.337625,0.6803526,7.7,17.420924666307858
NEBRASKA SETTLER,9.0,16.070957,-670.4762,3.1608136,0.5808476,7.7,17.078772725687102
NEBRASKA OVERLAND,14.0,15.136817,-819.5056,2.6805956,0.40975243,7.7,17.420924666307858
OKLAHOMA,7.0,18.23139,-438.6669,3.1832244,0.54199344,6.5,15.737999929794523
NEBRASKA SETTLER,10.0,14.391307,-771.51184,3.232409,0.5644182,8.9,17.078772725687102
OKLAHOMA,11.0,20.732357,-588.0037,2.9995556,0.6250949,6.5,15.737999929794523
KANSAS,9.0,12.952792,-526.5845,2.6611753,0.34213346,7.7,16.21301534650456
KANSAS,14.0,10.748883,-882.3617,2.4631178,0.24263722,8.9,16.21301534650456
KANSAS,12.0,19.214252,-519.44135,2.8654778,0.5741893,4.4,16.21301534650456
NEBRASKA SETTLER,9.0,15.770044,-637.626,3.0280113,0.5085402,7.7,17.078772725687102
NEBRASKA OVERLAND,5.0,21.08603,-245.45825,3.56371,0.7225546,4.4,17.420924666307858
NEBRASKA SETTLER,16.0,15.280655,-959.1563,2.7621315,0.42748442,7.7,17.078772725687102
KANSAS,12.0,16.352745,-767.9832,2.764942,0.42480332,7.7,16.21301534650456
KANSAS,7.0,12.37403,-509.44116,2.691112,0.31334618,8.9,16.21301534650456
OKLAHOMA,17.0,20.633934,-922.11316,2.6614277,0.47243488,7.7,15.737999929794523
KANSAS,13.0,14.373651,-762.57495,2.5905113,0.32950273,7.7,16.21301534650456
NEBRASKA SETTLER,13.0,16.111204,-802.19446,2.826632,0.4483051,7.7,17.078772725687102
KANSAS,9.0,12.67917,-526.6893,2.6224473,0.31379357,7.7,16.21301534650456
KANSAS,9.0,20.265318,-427.68796,3.648072,0.8449855,4.4,16.21301534650456
KANSAS,5.0,14.773712,-313.01544,2.646361,0.3554691,7.7,16.21301534650456
KANSAS,16.0,14.776435,-948.56134,2.7228353,0.3859742,7.7,16.21301534650456
NEBRASKA OVERLAND,13.0,21.288536,-533.295,3.0612094,0.7476268,4.4,17.420924666307858
NEBRASKA OVERLAND,6.0,18.909382,-301.6543,2.7888281,0.50166625,6.5,17.420924666307858
NEBRASKA OVERLAND,7.0,20.195576,-343.50827,3.453064,0.7605785,4.4,17.420924666307858
NEBRASKA OVERLAND,8.0,15.7422285,-575.4078,2.9906409,0.5303436,7.7,17.420924666307858
NEBRASKA SETTLER,16.0,19.5541,-660.46375,2.8031163,0.61838365,4.4,17.078772725687102
OKLAHOMA,8.0,13.433695,-460.38068,2.5223596,0.26327467,7.7,15.737999929794523
OKLAHOMA,11.0,11.290835,-708.3583,2.6842513,0.27810296,7.7,15.737999929794523
NEBRASKA OVERLAND,15.0,14.829266,-903.9634,2.6765144,0.3978088,7.7,17.420924666307858
NEBRASKA OVERLAND,13.0,15.096854,-777.5311,2.63646,0.36041266,7.7,17.420924666307858
KANSAS,7.0,17.001257,-526.1545,3.1464105,0.5879372,7.7,16.21301534650456
KANSAS,15.0,19.679123,-637.9116,3.0206468,0.70826083,4.4,16.21301534650456
KANSAS,9.0,16.997875,-561.31995,2.7559936,0.43726158,7.7,16.21301534650456
NEBRASKA OVERLAND,6.0,18.775211,-413.7532,3.0054393,0.6113612,7.7,17.420924666307858
OKLAHOMA,12.0,23.192474,-538.8549,3.2004936,0.7512881,4.4,15.737999929794523
NEBRASKA OVERLAND,11.0,18.695398,-558.7241,2.7874734,0.54608285,6.5,17.420924666307858
OKLAHOMA,15.0,18.204786,-780.8299,2.684329,0.49337658,6.5,15.737999929794523
OKLAHOMA,9.0,13.69982,-585.8536,2.6851408,0.32026726,7.7,15.737999929794523
OKLAHOMA,5.0,23.998198,-235.29358,3.740259,0.59026873,4.4,15.737999929794523
OKLAHOMA,13.0,22.31303,-551.62195,2.9296868,0.6561889,4.4,15.737999929794523
NEBRASKA OVERLAND,8.0,17.933186,-578.7909,3.1049533,0.60518855,7.7,17.420924666307858
NEBRASKA OVERLAND,9.0,18.66464,-621.3984,3.0716786,0.6323239,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,19.096628,-496.74368,3.4567,0.7782593,6.5,17.420924666307858
NEBRASKA OVERLAND,6.0,21.450571,-257.72726,3.1889615,0.5694479,4.4,17.420924666307858
OKLAHOMA,7.0,15.987336,-475.66714,2.886309,0.43119553,7.7,15.737999929794523
OKLAHOMA,16.0,11.86136,-926.3584,2.5742576,0.2774432,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,18.071596,-571.37646,2.8061924,0.5235261,6.5,17.420924666307858
NEBRASKA OVERLAND,16.0,18.564096,-786.1593,2.7119257,0.5475133,7.7,17.420924666307858
OKLAHOMA,5.0,15.401996,-294.2876,2.6262426,0.3407205,7.7,15.737999929794523
OKLAHOMA,6.0,15.155009,-393.23434,2.7473388,0.36661083,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,21.256681,-324.3593,3.7294312,0.8441669,4.4,17.420924666307858
OKLAHOMA,16.0,12.21098,-883.21893,2.584199,0.28534964,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,21.280952,-301.98538,3.3829515,0.72446054,4.4,17.420924666307858
KANSAS,7.0,15.513498,-451.68198,3.0436032,0.5014775,7.7,16.21301534650456
KANSAS,7.0,17.036083,-440.75876,2.7800205,0.4507483,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,17.299276,-494.4485,3.0548491,0.5708333,7.7,17.420924666307858
KANSAS,8.0,13.057378,-524.5373,2.6747625,0.3385788,7.7,16.21301534650456
NEBRASKA SETTLER,8.0,16.402235,-566.9316,3.178984,0.58878714,7.7,17.078772725687102
OKLAHOMA,10.0,21.304039,-554.61,3.2367477,0.6813141,6.5,15.737999929794523
OKLAHOMA,15.0,10.34122,-1011.43085,2.4700248,0.22759157,8.9,15.737999929794523
NEBRASKA SETTLER,17.0,16.645584,-911.9551,2.605576,0.41373175,7.7,17.078772725687102
NEBRASKA OVERLAND,11.0,15.406562,-683.7536,2.8855834,0.4889047,7.7,17.420924666307858
OKLAHOMA,6.0,24.267313,-268.04712,3.348686,0.6556403,4.4,15.737999929794523
KANSAS,14.0,14.969409,-805.06726,2.6551278,0.40908003,7.7,16.21301534650456
KANSAS,11.0,21.035473,-359.7968,2.8626204,0.58797526,4.4,16.21301534650456
OKLAHOMA,16.0,15.082012,-920.54956,2.6617546,0.38704926,7.7,15.737999929794523
KANSAS,8.0,12.5928,-527.1846,2.6476803,0.30546215,8.9,16.21301534650456
OKLAHOMA,14.0,12.500811,-795.1975,2.5573695,0.26916122,7.7,15.737999929794523
NEBRASKA OVERLAND,14.0,14.474297,-805.70807,2.6478305,0.3774113,7.7,17.420924666307858
NEBRASKA SETTLER,13.0,12.400515,-924.10315,2.8419042,0.37190783,8.9,17.078772725687102
NEBRASKA OVERLAND,6.0,15.888827,-431.23648,2.9823854,0.5175584,7.7,17.420924666307858
OKLAHOMA,16.0,23.14118,-643.05975,2.7686176,0.6152092,4.4,15.737999929794523
OKLAHOMA,8.0,11.05435,-529.014,2.6503546,0.25822997,7.7,15.737999929794523
KANSAS,14.0,20.99697,-482.55777,2.7129095,0.5604671,4.4,16.21301534650456
KANSAS,7.0,14.602152,-440.38516,2.719464,0.38915828,7.7,16.21301534650456
OKLAHOMA,6.0,15.058203,-358.57263,2.8370564,0.39159906,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.498034,-493.21588,3.3076928,0.6058944,7.7,17.078772725687102
OKLAHOMA,14.0,20.420523,-732.7134,2.8150568,0.51751995,6.5,15.737999929794523
NEBRASKA SETTLER,5.0,18.733038,-304.16586,3.188547,0.638019,6.5,17.078772725687102
NEBRASKA OVERLAND,7.0,17.875668,-435.97607,3.1960938,0.6132705,6.5,17.420924666307858
OKLAHOMA,17.0,14.80032,-993.4399,2.6040504,0.32758853,7.7,15.737999929794523
KANSAS,15.0,15.6976795,-854.28516,2.7180402,0.43610102,7.7,16.21301534650456
KANSAS,8.0,16.330046,-577.2353,3.0209482,0.5299567,7.7,16.21301534650456
NEBRASKA SETTLER,10.0,18.983227,-631.69073,3.1216784,0.6698489,6.5,17.078772725687102
NEBRASKA SETTLER,7.0,18.962036,-606.8663,3.4765768,0.7493563,7.7,17.078772725687102
KANSAS,8.0,16.096104,-494.90573,2.6162634,0.3658576,7.7,16.21301534650456
KANSAS,6.0,16.7692,-375.6835,2.948521,0.50578034,7.7,16.21301534650456
OKLAHOMA,5.0,14.713654,-320.989,2.6712458,0.3257225,7.7,15.737999929794523
NEBRASKA SETTLER,15.0,14.3804455,-897.6192,2.6565614,0.3597119,7.7,17.078772725687102
OKLAHOMA,7.0,15.544004,-415.64935,2.6213806,0.34202144,7.7,15.737999929794523
OKLAHOMA,10.0,24.213686,-384.9493,3.1055982,0.6778333,4.4,15.737999929794523
KANSAS,7.0,16.20946,-462.16,2.8378265,0.45610234,7.7,16.21301534650456
NEBRASKA SETTLER,15.0,15.169686,-881.6124,2.7378807,0.41787195,7.7,17.078772725687102
KANSAS,13.0,19.758749,-470.5179,2.8998787,0.61462533,4.4,16.21301534650456
NEBRASKA OVERLAND,12.0,19.090181,-690.4687,3.165979,0.7156146,6.5,17.420924666307858
NEBRASKA OVERLAND,12.0,21.165815,-484.82074,3.0009856,0.7035836,4.4,17.420924666307858
NEBRASKA SETTLER,6.0,16.080395,-395.966,2.9695153,0.47565955,7.7,17.078772725687102
NEBRASKA SETTLER,16.0,16.262674,-971.6197,2.8324988,0.5016326,7.7,17.078772725687102
NEBRASKA OVERLAND,16.0,18.718039,-980.0879,3.0507803,0.69996536,7.7,17.420924666307858
KANSAS,12.0,15.150959,-622.8141,2.5075285,0.33415678,7.7,16.21301534650456
OKLAHOMA,10.0,22.186779,-615.70953,3.1713746,0.6120495,6.5,15.737999929794523
NEBRASKA OVERLAND,16.0,13.760853,-900.3186,2.5495586,0.32550144,7.7,17.420924666307858
KANSAS,7.0,20.38475,-298.51443,3.5634425,0.7678747,4.4,16.21301534650456
NEBRASKA SETTLER,9.0,13.848641,-620.8323,2.9537396,0.4516589,7.7,17.078772725687102
KANSAS,7.0,16.280624,-474.98334,2.996031,0.50566775,7.7,16.21301534650456
KANSAS,10.0,17.649418,-595.10156,3.0895042,0.6313974,6.5,16.21301534650456
OKLAHOMA,13.0,13.695149,-752.1855,2.6003675,0.32007352,7.7,15.737999929794523
OKLAHOMA,9.0,13.504282,-517.457,2.6681242,0.32965308,7.7,15.737999929794523
KANSAS,13.0,10.877786,-819.52167,2.4844294,0.24992314,8.9,16.21301534650456
KANSAS,6.0,14.321504,-367.70966,2.803898,0.40250236,7.7,16.21301534650456
OKLAHOMA,17.0,16.008371,-970.8084,2.5804174,0.32964602,7.7,15.737999929794523
NEBRASKA SETTLER,15.0,20.631432,-736.26227,3.3208866,0.8426791,4.4,17.078772725687102
KANSAS,6.0,16.11321,-428.09296,2.9874096,0.4950716,7.7,16.21301534650456
NEBRASKA SETTLER,12.0,18.80885,-749.5557,3.3699896,0.7762568,6.5,17.078772725687102
NEBRASKA OVERLAND,12.0,15.431157,-755.1733,2.8666756,0.48389882,7.7,17.420924666307858
NEBRASKA OVERLAND,9.0,22.93837,-328.07562,3.029824,0.6962878,4.4,17.420924666307858
NEBRASKA OVERLAND,6.0,15.431392,-339.85336,2.73551,0.38790834,7.7,17.420924666307858
NEBRASKA SETTLER,7.0,17.348833,-504.61435,3.3604603,0.68956715,7.7,17.078772725687102
NEBRASKA OVERLAND,7.0,21.762264,-270.06,3.1714976,0.59825736,4.4,17.420924666307858
NEBRASKA SETTLER,6.0,16.413662,-490.55353,3.2831259,0.60221785,7.7,17.078772725687102
OKLAHOMA,10.0,11.926631,-562.8047,2.5398746,0.25160107,7.7,15.737999929794523
NEBRASKA OVERLAND,12.0,21.397158,-390.83414,2.750914,0.5756209,4.4,17.420924666307858
OKLAHOMA,7.0,13.34338,-434.31082,2.7597473,0.31412297,7.7,15.737999929794523
NEBRASKA OVERLAND,9.0,17.771763,-629.6739,3.021801,0.5699079,7.7,17.420924666307858
NEBRASKA SETTLER,12.0,21.261444,-558.4275,3.5049276,0.86421734,4.4,17.078772725687102
KANSAS,9.0,17.939337,-514.4053,2.8605812,0.53939134,6.5,16.21301534650456
NEBRASKA SETTLER,11.0,15.175662,-696.26227,2.8780634,0.4653951,7.7,17.078772725687102
KANSAS,10.0,16.191242,-625.225,2.7726932,0.44242126,7.7,16.21301534650456
KANSAS,7.0,20.14781,-274.49335,3.1813397,0.58121,4.4,16.21301534650456
OKLAHOMA,17.0,12.898378,-953.61096,2.5696354,0.27317864,7.7,15.737999929794523
OKLAHOMA,7.0,18.57436,-471.8324,3.1898973,0.5801096,6.5,15.737999929794523
NEBRASKA OVERLAND,12.0,16.519571,-757.2071,2.7849526,0.46175545,7.7,17.420924666307858
KANSAS,10.0,20.240297,-413.6689,3.2478223,0.723688,4.4,16.21301534650456
OKLAHOMA,17.0,20.732952,-918.42596,2.6466582,0.45291835,7.7,15.737999929794523
NEBRASKA SETTLER,15.0,15.180759,-896.51074,2.7664828,0.41069776,7.7,17.078772725687102
KANSAS,9.0,18.12022,-551.622,3.187254,0.66433346,6.5,16.21301534650456
KANSAS,15.0,14.391449,-861.81213,2.6530852,0.35424668,7.7,16.21301534650456
OKLAHOMA,16.0,17.549952,-884.77374,2.6744704,0.4215701,6.5,15.737999929794523
NEBRASKA OVERLAND,6.0,18.178038,-527.70306,3.395303,0.684992,7.7,17.420924666307858
KANSAS,13.0,17.596472,-734.4682,2.8805213,0.54223347,6.5,16.21301534650456
OKLAHOMA,6.0,10.908952,-386.66162,2.5862186,0.24231403,7.7,15.737999929794523
NEBRASKA SETTLER,12.0,16.635653,-768.67725,2.9420965,0.48423964,7.7,17.078772725687102
OKLAHOMA,12.0,13.038564,-713.57733,2.6024928,0.3081308,7.7,15.737999929794523
NEBRASKA SETTLER,9.0,22.090685,-380.43347,3.3942008,0.80780697,4.4,17.078772725687102
NEBRASKA OVERLAND,8.0,18.476648,-617.6267,3.1635222,0.6429325,7.7,17.420924666307858
KANSAS,11.0,18.371256,-638.0988,3.25532,0.7285693,6.5,16.21301534650456
KANSAS,6.0,15.664898,-344.97443,2.6399248,0.35746515,7.7,16.21301534650456
NEBRASKA OVERLAND,10.0,22.880072,-368.2008,2.984578,0.6508135,4.4,17.420924666307858
NEBRASKA OVERLAND,15.0,18.824417,-743.98157,2.7115185,0.55803674,6.5,17.420924666307858
NEBRASKA SETTLER,6.0,15.477807,-488.576,3.3064835,0.58753747,7.7,17.078772725687102
OKLAHOMA,6.0,12.980173,-354.47415,2.655512,0.2902612,7.7,15.737999929794523
KANSAS,7.0,12.205854,-485.0639,2.633154,0.28860635,8.9,16.21301534650456
NEBRASKA SETTLER,5.0,21.0549,-245.89857,3.9045627,0.90285295,4.4,17.078772725687102
NEBRASKA OVERLAND,8.0,12.564047,-548.9304,2.6999173,0.3229182,8.9,17.420924666307858
NEBRASKA OVERLAND,11.0,14.69142,-690.2187,2.8299985,0.45778248,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,21.176323,-256.15524,3.5642724,0.758896,4.4,17.420924666307858
OKLAHOMA,17.0,19.869616,-877.28705,2.6145506,0.44761562,7.7,15.737999929794523
NEBRASKA SETTLER,10.0,20.471725,-604.6556,3.7343693,0.9008747,4.4,17.078772725687102
NEBRASKA SETTLER,16.0,20.083061,-801.1503,3.2317703,0.7980661,4.4,17.078772725687102
OKLAHOMA,8.0,23.256136,-348.39426,3.603774,0.7972839,4.4,15.737999929794523
NEBRASKA OVERLAND,8.0,18.50862,-584.62476,3.1049235,0.6187125,7.7,17.420924666307858
KANSAS,16.0,15.090249,-939.5511,2.6739354,0.39584604,7.7,16.21301534650456
NEBRASKA SETTLER,11.0,13.855126,-764.8554,2.8504927,0.41447228,8.9,17.078772725687102
KANSAS,10.0,20.040602,-392.9087,3.1342413,0.668547,4.4,16.21301534650456
KANSAS,6.0,15.687046,-357.1651,2.7640436,0.38444674,7.7,16.21301534650456
OKLAHOMA,6.0,23.538681,-282.0111,3.8533127,0.8720352,4.4,15.737999929794523
NEBRASKA SETTLER,11.0,18.902536,-613.9052,3.051428,0.6513493,6.5,17.078772725687102
NEBRASKA SETTLER,6.0,16.719189,-406.45096,3.0279949,0.5176866,7.7,17.078772725687102
NEBRASKA OVERLAND,16.0,10.551758,-981.7619,2.4333372,0.23969813,8.9,17.420924666307858
OKLAHOMA,17.0,20.552258,-947.8384,2.6698158,0.47601956,7.7,15.737999929794523
KANSAS,8.0,13.808681,-480.27872,2.6054368,0.34168845,7.7,16.21301534650456
NEBRASKA SETTLER,9.0,15.851202,-596.1701,2.943985,0.4865612,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,12.24336,-415.89178,2.6110508,0.29872477,8.9,17.420924666307858
NEBRASKA SETTLER,15.0,16.859602,-883.87,2.864671,0.54792905,7.7,17.078772725687102
OKLAHOMA,8.0,13.724695,-463.9961,2.6312883,0.29473156,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.430182,-408.8935,3.1802742,0.5529353,7.7,17.078772725687102
KANSAS,14.0,13.961766,-800.2685,2.6009407,0.33866942,7.7,16.21301534650456
KANSAS,15.0,14.907141,-876.5594,2.6899414,0.40922266,7.7,16.21301534650456
NEBRASKA SETTLER,17.0,15.804794,-997.89734,2.7411206,0.4339614,7.7,17.078772725687102
NEBRASKA OVERLAND,13.0,16.209253,-796.5918,2.7393248,0.44893217,7.7,17.420924666307858
KANSAS,15.0,14.743906,-876.21246,2.688418,0.3663252,7.7,16.21301534650456
OKLAHOMA,12.0,23.570927,-476.11932,3.0001543,0.69966525,4.4,15.737999929794523
KANSAS,7.0,19.701162,-326.66498,3.5594337,0.7520795,4.4,16.21301534650456
OKLAHOMA,5.0,23.726728,-237.664,3.4193063,0.5519558,4.4,15.737999929794523
NEBRASKA OVERLAND,9.0,21.038635,-317.83948,2.8600247,0.5252045,4.4,17.420924666307858
OKLAHOMA,12.0,10.992471,-684.3924,2.5442455,0.24376804,7.7,15.737999929794523
NEBRASKA SETTLER,12.0,19.128874,-756.45087,3.202135,0.7242847,6.5,17.078772725687102
KANSAS,9.0,13.696251,-560.9245,2.6837804,0.361808,7.7,16.21301534650456
OKLAHOMA,12.0,23.640858,-484.80057,3.0170338,0.67623425,4.4,15.737999929794523
KANSAS,7.0,11.951443,-465.83893,2.6579385,0.29390162,8.9,16.21301534650456
NEBRASKA OVERLAND,9.0,18.878117,-551.79156,3.0524147,0.65819806,6.5,17.420924666307858
NEBRASKA OVERLAND,11.0,16.066753,-658.5263,2.7245476,0.4348641,7.7,17.420924666307858
KANSAS,7.0,15.104433,-473.8508,2.8262646,0.43762955,7.7,16.21301534650456
NEBRASKA SETTLER,15.0,10.798354,-990.9363,2.5748289,0.26948795,8.9,17.078772725687102
OKLAHOMA,7.0,13.861493,-426.67523,2.8320491,0.34964934,7.7,15.737999929794523
OKLAHOMA,6.0,15.812856,-432.71533,2.8674421,0.41645485,7.7,15.737999929794523
NEBRASKA SETTLER,12.0,16.634611,-850.6668,3.2496266,0.60171354,7.7,17.078772725687102
OKLAHOMA,17.0,12.191268,-947.0623,2.5393507,0.28239125,7.7,15.737999929794523
KANSAS,13.0,13.555169,-711.97064,2.5638993,0.32606688,7.7,16.21301534650456
OKLAHOMA,11.0,13.893383,-634.99677,2.6701727,0.35497853,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.597584,-431.74405,3.161814,0.5598015,7.7,17.078772725687102
KANSAS,6.0,15.278536,-360.88455,2.6599452,0.37990877,7.7,16.21301534650456
KANSAS,10.0,20.800438,-344.7542,2.9104588,0.58398956,4.4,16.21301534650456
OKLAHOMA,6.0,11.76362,-479.76453,2.636155,0.2757305,8.9,15.737999929794523
KANSAS,12.0,19.376604,-550.3137,3.0366812,0.6580078,4.4,16.21301534650456
NEBRASKA OVERLAND,6.0,16.473864,-398.3814,3.140992,0.5639784,7.7,17.420924666307858
KANSAS,15.0,18.424175,-648.2339,2.7241745,0.5343009,4.4,16.21301534650456
NEBRASKA SETTLER,10.0,15.799987,-689.6262,3.098032,0.54412925,7.7,17.078772725687102
OKLAHOMA,5.0,14.418671,-314.99173,2.6688442,0.3227145,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.913704,-511.35925,3.4905877,0.6689405,7.7,17.078772725687102
KANSAS,12.0,14.574842,-712.5893,2.7256696,0.39694247,7.7,16.21301534650456
KANSAS,11.0,20.298311,-565.4145,3.5152223,0.83647996,4.4,16.21301534650456
NEBRASKA SETTLER,14.0,21.255026,-738.3729,3.5856836,0.89617246,4.4,17.078772725687102
OKLAHOMA,12.0,23.921366,-405.04178,2.8291574,0.65273666,4.4,15.737999929794523
KANSAS,14.0,17.084791,-719.1859,2.6765208,0.45871568,6.5,16.21301534650456
NEBRASKA SETTLER,5.0,20.82275,-235.2027,4.009928,0.9279544,4.4,17.078772725687102
OKLAHOMA,14.0,11.387384,-791.549,2.5236814,0.25212088,7.7,15.737999929794523
OKLAHOMA,13.0,10.674276,-856.17163,2.614662,0.2496821,8.9,15.737999929794523
OKLAHOMA,11.0,13.964607,-663.2725,2.6873825,0.36245576,7.7,15.737999929794523
NEBRASKA SETTLER,5.0,20.791264,-256.49146,4.0097294,0.9641531,4.4,17.078772725687102
OKLAHOMA,5.0,24.334942,-253.28673,3.9569168,0.92825544,4.4,15.737999929794523
NEBRASKA SETTLER,8.0,18.690828,-689.19635,3.4154065,0.7136509,7.7,17.078772725687102
OKLAHOMA,6.0,12.244221,-361.68945,2.7552204,0.30006233,7.7,15.737999929794523
OKLAHOMA,14.0,10.412217,-991.16626,2.6035776,0.23786692,8.9,15.737999929794523
OKLAHOMA,7.0,18.65191,-468.6223,3.2719839,0.6036866,6.5,15.737999929794523
KANSAS,9.0,15.49755,-570.43054,2.8324401,0.44637686,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,15.288284,-456.64374,3.306808,0.5732639,7.7,17.078772725687102
KANSAS,9.0,18.12931,-516.548,2.9119453,0.5595398,6.5,16.21301534650456
OKLAHOMA,10.0,10.577307,-743.1264,2.6493826,0.24474306,8.9,15.737999929794523
OKLAHOMA,7.0,23.863605,-300.23328,3.4292889,0.7156941,4.4,15.737999929794523
KANSAS,6.0,12.329279,-363.42758,2.6860054,0.305735,8.9,16.21301534650456
OKLAHOMA,10.0,22.934982,-379.72913,3.0877304,0.65579766,4.4,15.737999929794523
NEBRASKA OVERLAND,7.0,16.550396,-429.13782,2.8189504,0.46387115,7.7,17.420924666307858
OKLAHOMA,9.0,12.034199,-567.1718,2.6328535,0.27163994,7.7,15.737999929794523
KANSAS,16.0,12.812311,-915.1993,2.5865028,0.31226113,7.7,16.21301534650456
OKLAHOMA,11.0,22.615002,-389.2966,2.9432478,0.61751527,4.4,15.737999929794523
OKLAHOMA,7.0,11.239459,-496.28632,2.6506665,0.2690348,8.9,15.737999929794523
NEBRASKA SETTLER,9.0,21.350677,-348.34427,3.3353653,0.76381123,4.4,17.078772725687102
NEBRASKA OVERLAND,7.0,16.208612,-526.4749,3.07495,0.5639603,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,22.509228,-337.7477,3.4606311,0.7776336,4.4,17.420924666307858
KANSAS,11.0,15.490873,-675.25824,2.67142,0.38399094,7.7,16.21301534650456
NEBRASKA OVERLAND,12.0,17.24322,-808.0179,2.8918312,0.52215815,7.7,17.420924666307858
KANSAS,6.0,22.852497,-254.81918,3.6783721,0.76515186,4.4,16.21301534650456
NEBRASKA SETTLER,6.0,16.021214,-415.54788,3.0982785,0.52632266,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,16.426535,-408.48938,3.1515284,0.5758551,7.7,17.420924666307858
OKLAHOMA,11.0,22.81559,-532.2117,3.219096,0.72074544,4.4,15.737999929794523
KANSAS,9.0,17.283504,-647.83014,2.9240186,0.49298018,7.7,16.21301534650456
OKLAHOMA,15.0,14.248634,-905.20386,2.6536865,0.3063521,7.7,15.737999929794523
OKLAHOMA,12.0,18.42972,-666.41656,3.0345256,0.61713654,6.5,15.737999929794523
OKLAHOMA,6.0,15.805391,-382.55118,2.7625437,0.38849032,7.7,15.737999929794523
NEBRASKA SETTLER,14.0,15.70342,-892.62286,2.8888655,0.45731446,7.7,17.078772725687102
NEBRASKA OVERLAND,12.0,15.955998,-716.72534,2.7671428,0.46783733,7.7,17.420924666307858
